review,rating
"I'm very pleased with my purchase of the medium harness for my 7 month Japanese spitz puppy ( I think that's equivalent to a mini American Eskie). She's 7 kg (15 pounds) with a 52cm chest circumference. It's a great fit now, and with adjusting, will fit her even at full size and with her full coat.  Prior to this she used a Puppia type soft harness where you slip the head through - she had no trouble with that, but even after only using this Rogz harness for 3 days, I can see she loves this so much more.  It gives much better control to walk with, it's easier too for her to run alongside me and must surely feel cooler too without all that nylon around her neck and chest. Also the step-in style with one clip is so simple to get on and off.

The pink's a lovely colour - I usually avoid all pink for dogs, but I love this and am now considering a matching leash.  The reflective stripes can feel a bit sharp - I ended up having to snip the ends in a few places.  Some of the glue used to seal the ends can be a bit sharp too.

One tip : at first I had trouble working out which strap was top and bottom, as the two straps are adjusted slightly differently to fit infront and behind her shoulders.  Even though it has the Rogz label which fits on the left, I ended up using a Sharpie to write ""L TOP"" along the upper strap where the left paw goes, and it makes it much easier - I just lay it on the floor so I see L TOP and she puts her paws in the right way.  The straps can twist around a bit too, so make sure the buckles face out and not against the dog's fur.

The only downside is that the centre strap is not ideal for car use - in the state of Australia where I live, by law dogs must be restrained in vehicles.  I hate the idea of having the car harness, then switching to a walking harness (car harness is too heavy and cumbersome for walking), then back to the car harness, so I have been using this one in the car. I may try to insert some detachable thicker padding along the middle to make it more suitable for the car.",5
"I purchased these Smart Bone dog chew sticks for a dog I rescued last year, who is very nervous and high strung.  Chewing things calms him down a lot, so I am always looking for new chews to surprise him with.  I like that these chews aren't made of rawhide, so they are much safer for my dog to chew.  They are made of digestible ingredients such as corn, sweet potatoes, glycerin, etc.

When I give him one, he takes it right away, settles himself down in a comfortable spot, and happily chews away for probably 45 minutes to an hour.  He hasn't had any digestive problems or choked on any of the sticks.  He is 15 pounds and these chews are a great size for him.  So far, so good.  The only reason I gave four stars instead of five, is because I don't know that the product's claims that it benefits the ""skin and coat"" are true, and there's no real way to assess that.",4
"My dog constantly got ear infections and I made costly visits to the vet.  When I started using this on a weekly visit, his ear infections stopped.  Good product to use and highly effective.",5
I love these treats and my dog does too!  She is allergic to chicken and sweet potatoes so finding something she can eat can be a challenge.  She loves all of the varieties of the Fruitables treats and will follow me around when I have them.,5
"For barking dogs, or scaring off coyotes I recommend this air spray highly, it works",5
"I have tried every type/brand of harness for my Aussie mix Ginger!  She always backs up and manages to slip out of every harness no matter how tight they are (2 she somehow ate through!!). She is definitely an escape artist!! This harness is by far the best one weve purchased! It super easy to get on, has a ring in front and back for a leash, and a handle. It even came with a clip to attach in the car. In the beginning I clipped the leash to the front of the harness bc it stopped Ginger from pulling me. Now I can use the back ring. So it not only keeps her firmly attached in it, it has also stopped her from pulling!! This harness is amazing, I only wish I had bought it sooner!! Please don't let the price deter you, its the best harness we've ever had and the only one we will use from now on!!",5
good stuff.,5
"Oh man, does my dog love this! Great quality, fun design.",5
"These are my favorite litter boxes.  They are perfect, sturdy, keeps litter in, but cat can easily get into box. If there are 4 high sides I find cats leap out and litter is kicked liter everywhere. With this box they just walk out. What I don't like.  The label is Impossible to remove! And each litter box was shipped individually in a huge shipping cardboard box. I wish they had put all 3 together into one box.",5
Great for pugs.,5
Molly Cat Loves these treats . . . twice a day!,5
The Jackson Galaxy toys that can be used for the retractable cat teaser is one of the best made toys I have ever purchased. I have 3 cats and every cat loves all their toys from Jackson Galaxy. I haven't purchased one they have not played with yet.,5
