name_title,description
Certified International Coastal Postcards Set of 4 Mugs,"With an inviting coastal theme and maritime colors, these mugs let you take a trip to the seaside without ever leaving the comfort of your own home. durable earthenware construction glazed finish microwave safe each has a 20-ounce capacity set of 4 Earthenware. Dishwasher safe. Imported."
Presto® Pizzazz Plus Rotating Oven,"The Presto Pizzazz Plus Rotating Oven offers you the convenience and versatility to bake frozen, homemade and take-and bake foods at home. It's a perfect for entertaining to prepare everything from chicken nuggets, egg rolls, cookies and more.   rotating tray turns continuously to assure even baking top and bottom heating elements are separately controlled and bake foods from both sides timer signals end of cooking time and automatically turns off saves 60% more energy than compared to a conventional oven nonstick pan is removable for easy cleanup Presto Pizzazz Plus Rotating Oven is aluminum. Removable pan is dishwasher-safe. Imported."
GE Profile™ Series 2.1 Cu. Ft. Over-The-Range Sensor Microwave Oven,"true With its sleek design and easy-to-access controls, this microwave oven is perfect for your everyday cooking needs. 2.1 cu. ft. total capacity 1050 Watts 10 power levels 3-speed, 400-CFM venting system removes smoke, steam and odors 6 sensor cooking controls upfront charcoal filter with indicator light lets you know when filter needs to be changed 14.25 "" turntable bottom control with integrated handle makes cleaning easy Chef Connect lets you choose when to sync range burners and clocks to your microwave's surface light and vent"
Keurig® K-Cup® Gloria Jean's® 108-ct. Butter Toffee Coffee Pack,"Gloria Jeans butter toffee K-Cup packs feature a smooth, creamy taste with a touch of caramel toffee. fits any Keuring single-cup brewing system pre-measured, individually sealed mini brewers make the perfect cup no grinding or filters required 108 K-Cup packs per box  "
Liz Claiborne Dapper High Heel Sandals,"The elastic straps on these sandals make them easy to put on and take off, and also comfortable to wear.   synthetic and elastic upper 3¾” molded, faux-cork heel elastic straps gold-tone detail"
Xersion™ Woven Colorblock Shorts - Plus,"Go the distance in our colorblock shorts, perfect for an intense workout with no chafe seams, quick dry fabric and a running short liner. 5"" inseam elastic waist band key pocket at waist drawstring at inside waist no chafe seams washable imported"
Youngland® Short-Sleeve Dress and Leggings Set - Preschool Girls 4-6x,"A ready-to-go outfit, this cute chevron-print dress features a ribbon along the waistline, a high-low hem and comes with hot pink leggings.   includes dress and coordinated leggings dress: crochet lace, back keyhole, double backties, short cap sleeves leggings: pull on, elastic waist dress: polyester leggings: cotton/polyester/spandex washable imported "
Set of 3 Teal Sentiment Luminaries Candle Holders,"Create inspirational lighting in your home with these laser-cut candle holders that feature fun, life-affirming words. sentiments are cutout to allow light through candles sold separately teal finish set of three different sizes Iron. Measure 8"", 10"" and 12""H. Imported."
Arizona Piqué Polo,"Dress yourself in comfortable, classic style with this short-sleeve polo shirt in all-cotton construction and rich, strong colors. 2-button placket 100% cotton washable imported"
JF J. Ferrar® Slim-Fit Easy-Care Dress Shirt - Big & Tall,"Give your business style a modern makeover with this blended broadcloth in a sleek and slim fit. easy-care performance specially sewn seams lay flat, resist puckering spread collar button front long sleeves adjustable cuffs cotton/polyester washable imported"
Studio by Christina Ruffled Hipster Swim Bottoms,"With a semi-high waist and contrast ruffled yoke, our solid knit hipster swim bottoms will add a flirty touch to your poolside style. nylon/spandex washable imported"
Brondell H2O+ Circle Triple Filter Replacement Pack,"The H2O+ Circle Triple Filter replacement pack includes the sediment, pre-carbon plus and post-carbon block filters for maximum filtration. plastic 2.75x2.75x11.25""H imported"
10K Yellow Gold 3-pr. Hoop and Stud Earring Set,"Triple threat. Worn individually or combined, this tasteful trio of polished 10K gold earrings makes the perfect complement to just about any ensemble. Made in America and Italy.Metal: 10K yellow goldBack: Hinged and frictionJewelry photos are enlarged to show detail."
Womens Nylon Strap Digital Sport Watch,"Designed for active lifestyles, this sport watch displays information in an easy-to-read digital format and secures on your wrist with a hook-and-loop strap. Strap: Nylon Clasp: Hook and loop Case Width: 34mm Case Thickness: 13mm Bracelet Dimensions: 200mm long; 20mm wide Model No.: FMDJA102 Special Features: Stopwatch; date display; alarm; backlight Jewelry photos are enlarged to show detail.  "
Nike® NA Swoosh Dri-FIT Cotton Tee,"Get a tee that fits your active lifestyle, like this moisture-wicking, cotton-rich crewneck with crosshatch swoosh design.   Dri-FIT Cotton moisture management technology helps keep you cool and dry crewneck cotton/polyester washable imported"
Natico Double-Wall Stainless Steel Tumbler,"This stylish tumbler features double-wall construction with a stainless steel outer shell and an insulated liner. It also had a screw-on lid to prevent spills and messes. screw-on lid insulated contemporary design 16-ounce capacity stainless steel top-rack dishwasher safe 8x2¾x2¾"" imported"
Call It Spring™ Bubak Clutch,"Diversify your style with this convertible clutch bag featuring an easily removable strap. metal handles removable chain shoulder strap, 24"" drop magnetic snap closure synthetic; textile lining easily converts from a crossbody to a clutch 7(H)x12.2(W)x2.36""(D) imported CALL IT SPRING IS AN ALDO GROUP BRAND. "
Polder® 18-Jar Compact Spice Rack,"Keep your spices organized and close at hand with this compact spice rack. It includes 18 jars for you to fill with your favorites. chrome rack holds 18 jars in one small, convenient space clear base lets you easily view contents 5-ounce capacity jars include perforated shaker caps and chrome-plated lids spices not included Chrome/glass. Each jar measures 1¾x1¾x3¾""H; rack measures 11⅝x3⅜x7½""H. Hand wash. Imported."
Lugz® Drifter Womens Angle Boots,"  These rugged boots are not only water resistant, they’re also comfortable thanks to a memory foam insole and padded collar.   Thermabuck/water-resistant upper Flexastride memory foam insole round toe lace up padded collar rubber sole imported"
Ireland-opoly Board Game,"  The classic game of real estate empire comes to Ireland. Sell, trade and dominate the Emerald Isle.   2-6 players ages 8+ imported"
Hoover® Tempo™ WidePath® Bagged Upright Vacuum Cleaner,"Quickly cleaning large rooms with less passes, this powerful vacuum’s wide path gets floors truly clean with superb filtration. allergen media bag filters and traps 99% of dust and pollens down to 5 microns 15"" cleaner width gets the job done quickly 24' power cord allows plenty of cord to vacuum larger rooms 5-position carpet height adjusts as needed to clean all flooring types powerful 12-amp motor provides superior cleaning performance includes 2 extension wands, a crevice tool, upholstery tool and dusting brush AC current plastic 9x11x43½""H; 10 pounds assembly required imported"
Royal Velvet® Supreme Rod-Pocket Shaped Valance Pair,"This shaped valance pair provides added fullness for a window that needs coverage. Best of all, it's from our most versatile drapery collection—Supreme.   finely slubbed, tightly woven fabric enhanced by an elegant, subtle sheen easy-to-hang rod-pocket styling gimp detailing on bottom hem 3"" header, ½"" side hem 3"" rod pocket Measures 86x35""L. Sold in a pair; stated measurement is combined width of both valances. Coordinating window treatments sold separately. Rayon/acetate with rayon gimp. Dry clean. Imported.  "
Bialetti® Kitty 6-Cup Stainless Steel Stovetop Coffee Maker,"This stovetop coffee maker works just like you electric ones while being stylish, functional and capable of making delicious coffee. 18/10 stainless steel heat-proof ergonomic handle and lid Stainless steel. Measures 3.75x5x6.8""H. Hand wash. Imported.  "
ROX by Alexa Aquamarine & Jade Linear Drop Earrings,"A trendy mix of aquamarine and jade with cultured freshwater pearls gives these linear drop earrings stylish, wear-anywhere appeal.   Metal: Gold-tone metal Stones: Genuine aquamarine Other Stones: Genuine green jade, cultured freshwater pearls Back: Wire Length: 3"" Gemstones may be treated and may require special care. Jewelry photos are enlarged to show detail."
Eurosoft™ Serena Flats,"Keep even your most casual outfits up to date with these contemporary flats featuring laser-cut detailing. construction synthetic upper rubber sole details ½"" heel slip on latex comfort footbed "
Frank and Lulu Heartwood Forest Comforter Set,"Your daughter's bedroom is a place for her to dream her biggest dreams. This comforter set will let her get lost in dreamland where hearts grow on trees and bunnies hop in fields of polka dots.    cotton-rich comforter is beautifully printed and embellished with 3 charming appliqués printed sham has 2 tie closures on each side that can be tied into cute bows 2-piece Twin set includes: comforter sham 3-piece Full set includes: comforter 2 shams Twin and Full sets include standard shams. Cotton/polyester comforter and shams. Washable. Imported. Twin: comforter is 66x86"" Full: comforter is 78x88"""
a.n.a Faux Fur-Collar Metallic Moto Jacket- Petites,"Shift into fashion-forward with our silver-tone metallic motorcycle jacket and its removable faux-fur collar. asymmetrical front-zip and top snap closures 2 front-zip pockets approx. 20½"" - 22"" front length polyurethane polyester trim and lining machine wash, line dry fur collar: dry clean imported"
